id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
294,我对贷款计算很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,贷款计算,中等文本,简单,medium,"贷款计算, 贷款, 办理, 流程",0.95
1519,我想了解密码重置的相关信息,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码",0.99
1989,我对结构性存款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,理财产品,结构性存款,中等文本,简单,medium,"结构性存款, 存款, 办理, 流程",0.85
527,请问额度查询怎么操作,信贷服务,额度管理,额度查询,短文本,简单,short,"额度查询, 额度, 查询",0.99
1872,请问手续费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,费用说明,手续费,中等文本,中等,medium,手续费,0.99
224,请问信息披露查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,信息披露,信息披露查询,中等文本,简单,medium,"信息披露查询, 查询",1.0
654,请问临时额度和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,信用卡服务,临时额度,中等文本,中等,medium,"临时额度, 额度",0.9
1853,请问结构性存款怎么操作,投资理财,理财产品,结构性存款,短文本,简单,short,"结构性存款, 存款",0.9
1529,请问税费缴纳怎么操作,交易服务,支付缴费,税费缴纳,短文本,简单,short,税费缴纳,0.95
722,请问合规要求和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,合规咨询,合规要求,中等文本,简单,medium,合规要求,0.81
830,预期收益需要什么条件,产品咨询,收益计算,预期收益,短文本,简单,short,"预期收益, 收益, 条件",0.97
1390,请问基金赎回怎么操作,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金",0.98
1002,支付密码需要什么条件,账户服务,密码管理,支付密码,短文本,简单,short,"支付密码, 密码, 条件",0.98
1750,我对承受能力很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,风险评估,承受能力,中等文本,中等,medium,"承受能力, 办理, 流程",0.91
737,开放式基金和封闭式基金有什么区别？我想了解一下它们的主要特点，特别是关于流动性和申购赎回机制方面的差异,投资理财,基金投资,开放式基金,中等文本,简单,medium,"开放式基金, 基金",0.91
1328,我对监管政策很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,合规咨询,监管政策,中等文本,中等,medium,"监管政策, 办理, 流程",0.85
1305,开户时要做反洗钱身份识别，请问需要提供什么信息？为什么还要问我的职业和年收入,风险合规,合规咨询,反洗钱,中等文本,中等,medium,"反洗钱, 开户",0.97
443,请问基金赎回怎么操作,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金",0.85
1409,监管政策的具体流程是什么,风险合规,合规咨询,监管政策,短文本,简单,short,"监管政策, 流程",0.98
291,交易记录的具体流程是什么,交易服务,交易查询,交易记录,短文本,简单,short,"交易记录, 流程",0.94
1861,我想用手机银行交家里的水电费和燃气费，请问怎么操作？需要绑定户号吗,交易服务,支付缴费,水电煤缴费,中等文本,中等,medium,水电煤缴费,0.97
1802,请问收益率对比和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品对比,收益率对比,中等文本,简单,medium,"收益率对比, 收益",0.94
985,我想了解休眠账户激活的相关信息,账户服务,开户注销,休眠账户激活,短文本,简单,short,休眠账户激活,0.97
835,服务费需要什么条件,产品咨询,费用说明,服务费,短文本,简单,short,"服务费, 条件",0.88
640,公积金贷款和商贷的区别,信贷服务,个人贷款,房贷,短文本,简单,short,"房贷, 贷款",0.9
1315,我需要转账到工商银行，请问多久能到账？手续费怎么计算？,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账, 手续费",0.83
1765,我想了解收益率对比的相关信息,产品咨询,产品对比,收益率对比,短文本,简单,short,"收益率对比, 收益",0.88
1192,请问经营贷怎么操作,信贷服务,个人贷款,经营贷,短文本,简单,short,经营贷,0.96
488,请问银行理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,银行理财,中等文本,简单,medium,"银行理财, 理财",0.96
1465,消费贷和信用卡现金分期哪个更划算？我需要借20万用一年，请问哪种方式的利息更低，有没有其他手续费,信贷服务,个人贷款,消费贷,中等文本,中等,medium,"消费贷, 信用卡, 手续费",0.88
1155,我想了解交易明细的相关信息,交易服务,交易查询,交易明细,短文本,简单,short,交易明细,0.84
879,货币基金的具体流程是什么,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金, 流程",0.8
1542,请问交易明细和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,交易查询,交易明细,中等文本,中等,medium,交易明细,0.88
719,我对对账单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,交易查询,对账单,中等文本,中等,medium,"对账单, 办理, 流程",1.0
308,额度调整需要什么条件,信贷服务,额度管理,额度调整,短文本,简单,short,"额度调整, 额度, 条件",0.84
521,我对跨境汇款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,转账汇款,跨境汇款,中等文本,简单,medium,"跨境汇款, 办理, 流程",0.86
313,请问基金转换和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,基金投资,基金转换,中等文本,中等,medium,"基金转换, 基金",0.88
1646,投资组合需要什么条件,投资理财,资产配置,投资组合,短文本,简单,short,"投资组合, 条件",0.89
420,请问抵押贷怎么操作,信贷服务,个人贷款,抵押贷,短文本,简单,short,抵押贷,0.85
168,授信管理需要什么条件,信贷服务,额度管理,授信管理,短文本,简单,short,"授信管理, 条件",0.9
867,我对风险提示很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,风险评估,风险提示,中等文本,简单,medium,"风险提示, 风险, 办理, 流程",0.84
225,投资组合需要什么条件,投资理财,资产配置,投资组合,短文本,简单,short,"投资组合, 条件",0.81
690,我对贷款审批很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,企业贷款,贷款审批,中等文本,简单,medium,"贷款审批, 贷款, 办理, 流程",0.91
704,代扣取消需要什么条件,交易服务,代扣代缴,代扣取消,短文本,简单,short,"代扣取消, 条件",0.99
107,请问交通罚款怎么操作,交易服务,支付缴费,交通罚款,短文本,简单,short,交通罚款,0.82
27,人寿保险的具体流程是什么,投资理财,保险规划,人寿保险,短文本,简单,short,"人寿保险, 保险, 流程",0.92
563,请问低风险产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品推荐,低风险产品,中等文本,简单,medium,"低风险产品, 风险",0.93
72,请问交通罚款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,支付缴费,交通罚款,中等文本,中等,medium,交通罚款,0.8
842,请问密码找回怎么操作,账户服务,密码管理,密码找回,短文本,简单,short,"密码找回, 密码",0.91
1808,我对基金转换很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,基金投资,基金转换,中等文本,简单,medium,"基金转换, 基金, 办理, 流程",0.98
588,代扣设置的具体流程是什么,交易服务,代扣代缴,代扣设置,短文本,简单,short,"代扣设置, 流程",1.0
698,历史收益查询需要什么条件,产品咨询,收益计算,历史收益查询,短文本,简单,short,"历史收益查询, 收益, 查询, 条件",0.87
1568,我对抵押贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,抵押贷,中等文本,中等,medium,"抵押贷, 办理, 流程",0.99
1865,请问密码找回怎么操作,账户服务,密码管理,密码找回,短文本,简单,short,"密码找回, 密码",1.0
482,请问流动资金贷款怎么操作,信贷服务,企业贷款,流动资金贷款,短文本,简单,short,"流动资金贷款, 贷款",0.96
1083,登录密码有什么要求,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码",0.96
805,请问担保方式怎么操作,信贷服务,额度管理,担保方式,短文本,简单,short,担保方式,0.95
1125,我想了解货币基金的相关信息,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金",0.92
335,指数基金怎么选,投资理财,基金投资,指数基金,短文本,简单,short,"指数基金, 基金",0.89
532,预约转账的具体流程是什么,交易服务,转账汇款,预约转账,短文本,简单,short,"预约转账, 转账, 流程",0.85
350,我对权限冻结很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,权限设置,权限冻结,中等文本,中等,medium,"权限冻结, 办理, 流程",0.88
299,热门产品需要什么条件,产品咨询,产品推荐,热门产品,短文本,简单,short,"热门产品, 条件",0.82
243,请问合规要求怎么操作,风险合规,合规咨询,合规要求,短文本,简单,short,合规要求,0.85
247,跨行转账多久到账,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账",0.88
931,我想了解进取型产品的相关信息,产品咨询,产品推荐,进取型产品,短文本,简单,short,进取型产品,0.87
1832,我想了解股票查询的相关信息,投资理财,股票投资,股票查询,短文本,简单,short,"股票查询, 股票, 查询",0.85
1411,跨行转账需要什么信息,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账",0.97
1552,我对车险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,车险,中等文本,中等,medium,"车险, 办理, 流程",0.92
1223,港股通需要什么条件,投资理财,股票投资,港股通,短文本,简单,short,"港股通, 条件",0.93
1549,请问保险理赔和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,保险理赔,中等文本,中等,medium,"保险理赔, 保险",0.85
139,我对稳健型产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,稳健型产品,中等文本,中等,medium,"稳健型产品, 办理, 流程",0.98
967,我对进取型产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,进取型产品,中等文本,简单,medium,"进取型产品, 办理, 流程",0.88
682,我对预期收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,预期收益,中等文本,中等,medium,"预期收益, 收益, 办理, 流程",0.88
662,请问A股交易和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,股票投资,A股交易,中等文本,中等,medium,A股交易,0.86
1881,公积金贷款和商贷的区别,信贷服务,个人贷款,房贷,短文本,简单,short,"房贷, 贷款",0.95
524,我想了解抵押贷的相关信息,信贷服务,个人贷款,抵押贷,短文本,简单,short,抵押贷,0.92
278,我对实际收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,实际收益,中等文本,中等,medium,"实际收益, 收益, 办理, 流程",0.99
734,权限冻结的具体流程是什么,账户服务,权限设置,权限冻结,短文本,简单,short,"权限冻结, 流程",0.81
1491,信用卡提额被拒怎么办,信贷服务,信用卡服务,额度提升,短文本,简单,short,"额度提升, 信用卡",0.86
1801,我想了解密码重置的相关信息,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码",1.0
1157,请问投资组合和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,资产配置,投资组合,中等文本,中等,medium,投资组合,0.97
312,请问抵押贷怎么操作,信贷服务,个人贷款,抵押贷,短文本,简单,short,抵押贷,0.92
612,我刚收到你们银行寄来的信用卡，请问怎么激活？可以通过手机银行APP操作吗？,信贷服务,信用卡服务,信用卡激活,中等文本,简单,medium,"信用卡激活, 信用卡",0.88
1313,请问承受能力和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,承受能力,中等文本,简单,medium,承受能力,0.89
1218,担保方式的具体流程是什么,信贷服务,额度管理,担保方式,短文本,简单,short,"担保方式, 流程",0.92
1992,我想了解信用贷的相关信息,信贷服务,个人贷款,信用贷,短文本,简单,short,信用贷,0.88
979,请问自动缴费怎么操作,交易服务,代扣代缴,自动缴费,短文本,简单,short,"自动缴费, 缴费",0.86
1781,我想了解复利计算的相关信息,产品咨询,收益计算,复利计算,短文本,简单,short,复利计算,1.0
703,请问短信验证和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,安全验证,短信验证,中等文本,简单,medium,短信验证,0.85
1441,财产保险需要什么条件,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险, 条件",0.98
1314,请问人寿保险怎么操作,投资理财,保险规划,人寿保险,短文本,简单,short,"人寿保险, 保险",0.88
69,请问信用贷和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,信用贷,中等文本,中等,medium,信用贷,0.89
57,请问盾卡管理怎么操作,账户服务,安全验证,盾卡管理,短文本,简单,short,盾卡管理,0.87
1633,我对港股通很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,港股通,中等文本,中等,medium,"港股通, 办理, 流程",0.99
323,我想了解额度查询的相关信息,信贷服务,额度管理,额度查询,短文本,简单,short,"额度查询, 额度, 查询",0.94
1053,基金赎回需要什么条件,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金, 条件",0.82
1051,我对产品说明书很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,信息披露,产品说明书,中等文本,简单,medium,"产品说明书, 办理, 流程",0.98
596,风险测评需要什么条件,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险, 条件",0.87
1134,请问货币基金和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,基金投资,货币基金,中等文本,简单,medium,"货币基金, 基金",0.81
1988,我对预期收益型很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,理财产品,预期收益型,中等文本,简单,medium,"预期收益型, 收益, 办理, 流程",0.88
1160,什么是指数基金,投资理财,基金投资,指数基金,短文本,简单,short,"指数基金, 基金",0.85
1828,请问预期收益型和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,预期收益型,中等文本,中等,medium,"预期收益型, 收益",1.0
1746,请问基金赎回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,基金投资,基金赎回,中等文本,简单,medium,"基金赎回, 基金",0.9
1115,请问临时额度和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,信用卡服务,临时额度,中等文本,中等,medium,"临时额度, 额度",0.82
117,我想了解进取型产品的相关信息,产品咨询,产品推荐,进取型产品,短文本,简单,short,进取型产品,0.9
1171,我想了解贷款审批的相关信息,信贷服务,企业贷款,贷款审批,短文本,简单,short,"贷款审批, 贷款",0.85
958,我对密码找回很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,密码管理,密码找回,中等文本,简单,medium,"密码找回, 密码, 办理, 流程",0.87
522,请问收益率对比怎么操作,产品咨询,产品对比,收益率对比,短文本,简单,short,"收益率对比, 收益",0.87
1741,怎么交水电费,交易服务,支付缴费,水电煤缴费,短文本,简单,short,水电煤缴费,0.91
750,网上银行能缴水电费吗,交易服务,支付缴费,水电煤缴费,短文本,简单,short,水电煤缴费,0.88
1031,临时额度的具体流程是什么,信贷服务,信用卡服务,临时额度,短文本,简单,short,"临时额度, 额度, 流程",0.92
104,请问授信管理和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,额度管理,授信管理,中等文本,中等,medium,授信管理,0.9
1803,我想了解财产保险的相关信息,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险",0.89
1094,我对风险测评很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,风险评估,风险测评,中等文本,简单,medium,"风险测评, 风险, 办理, 流程",0.87
918,请问信息披露查询怎么操作,风险合规,信息披露,信息披露查询,短文本,简单,short,"信息披露查询, 查询",0.89
916,我想了解保险理赔的相关信息,投资理财,保险规划,保险理赔,短文本,简单,short,"保险理赔, 保险",0.84
1311,请问风险测评怎么操作,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险",0.94
1309,交易记录需要什么条件,交易服务,交易查询,交易记录,短文本,简单,short,"交易记录, 条件",0.99
364,请问预期收益型和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,预期收益型,中等文本,简单,medium,"预期收益型, 收益",0.98
739,我想了解贸易融资的相关信息,信贷服务,企业贷款,贸易融资,短文本,简单,short,贸易融资,0.82
631,我对车险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,车险,中等文本,简单,medium,"车险, 办理, 流程",0.99
1368,信用卡提额需要什么条件,信贷服务,信用卡服务,额度提升,短文本,简单,short,"额度提升, 信用卡, 条件",0.82
1161,税费缴纳需要什么条件,交易服务,支付缴费,税费缴纳,短文本,简单,short,"税费缴纳, 条件",0.94
540,请问贷款计算和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,个人贷款,贷款计算,中等文本,中等,medium,"贷款计算, 贷款",0.93
457,请问财产保险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,财产保险,中等文本,中等,medium,"财产保险, 保险",0.97
1060,请问股票查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,股票投资,股票查询,中等文本,中等,medium,"股票查询, 股票, 查询",0.95
1928,请问额度查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,额度管理,额度查询,中等文本,简单,medium,"额度查询, 额度, 查询",0.9
336,债券基金风险大吗,投资理财,基金投资,债券基金,短文本,简单,short,"债券基金, 风险, 基金",0.96
1731,持仓分析的具体流程是什么,投资理财,股票投资,持仓分析,短文本,简单,short,"持仓分析, 流程",0.93
1164,经营贷的具体流程是什么,信贷服务,个人贷款,经营贷,短文本,简单,short,"经营贷, 流程",0.92
562,我对低风险产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,低风险产品,中等文本,中等,medium,"低风险产品, 风险, 办理, 流程",0.81
1559,请问交易明细怎么操作,交易服务,交易查询,交易明细,短文本,简单,short,交易明细,0.84
1124,请问预期收益型怎么操作,投资理财,理财产品,预期收益型,短文本,简单,short,"预期收益型, 收益",0.99
1407,请问密码找回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,密码管理,密码找回,中等文本,中等,medium,"密码找回, 密码",0.89
248,身份识别需要什么条件,风险合规,合规咨询,身份识别,短文本,简单,short,"身份识别, 条件",0.81
1611,请问代扣查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,代扣查询,中等文本,简单,medium,"代扣查询, 查询",0.98
1978,我想了解风险等级的相关信息,风险合规,风险评估,风险等级,短文本,简单,short,"风险等级, 风险",0.97
816,我对低风险产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,低风险产品,中等文本,简单,medium,"低风险产品, 风险, 办理, 流程",0.87
756,请问复利计算和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,收益计算,复利计算,中等文本,简单,medium,复利计算,1.0
1655,什么是反洗钱,风险合规,合规咨询,反洗钱,短文本,简单,short,反洗钱,0.98
1154,跨行转账手续费怎么收,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账, 手续费",0.84
1621,我想了解收益率对比的相关信息,产品咨询,产品对比,收益率对比,短文本,简单,short,"收益率对比, 收益",0.96
789,请问交通罚款怎么操作,交易服务,支付缴费,交通罚款,短文本,简单,short,交通罚款,0.93
1816,我想了解流动资金贷款的相关信息,信贷服务,企业贷款,流动资金贷款,短文本,简单,short,"流动资金贷款, 贷款",0.86
1023,我想了解信用贷的相关信息,信贷服务,个人贷款,信用贷,短文本,简单,short,信用贷,0.9
1994,我想了解办卡申请的相关信息,信贷服务,信用卡服务,办卡申请,短文本,简单,short,"办卡申请, 申请",0.83
38,我给朋友转钱，他也是你们银行的，请问转账要手续费吗？即时到账吗,交易服务,转账汇款,行内转账,中等文本,简单,medium,"行内转账, 转账, 手续费",0.98
1279,请问基金转换怎么操作,投资理财,基金投资,基金转换,短文本,简单,short,"基金转换, 基金",0.98
163,我对基金赎回很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,基金投资,基金赎回,中等文本,中等,medium,"基金赎回, 基金, 办理, 流程",0.86
1201,实时转账需要什么条件,交易服务,转账汇款,实时转账,短文本,简单,short,"实时转账, 转账, 条件",0.98
1616,请问额度查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,信贷服务,额度管理,额度查询,中等文本,简单,medium,"额度查询, 额度, 查询",0.82
267,请问管理费怎么操作,产品咨询,费用说明,管理费,短文本,简单,short,管理费,0.92
1840,我想了解预约转账的相关信息,交易服务,转账汇款,预约转账,短文本,简单,short,"预约转账, 转账",0.88
1495,我想了解风险等级的相关信息,风险合规,风险评估,风险等级,短文本,简单,short,"风险等级, 风险",0.99
1176,费用对比的具体流程是什么,产品咨询,产品对比,费用对比,短文本,简单,short,"费用对比, 流程",0.85
890,请问实名认证和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,安全验证,实名认证,中等文本,简单,medium,实名认证,0.9
232,请问净值型理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,理财产品,净值型理财,中等文本,中等,medium,"净值型理财, 理财",0.84
41,请问手续费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,费用说明,手续费,中等文本,中等,medium,手续费,1.0
282,我想了解基金赎回的相关信息,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金",0.98
1752,请问电子回单怎么操作,交易服务,交易查询,电子回单,短文本,简单,short,电子回单,0.89
1841,我想了解风险等级对比的相关信息,产品咨询,产品对比,风险等级对比,短文本,简单,short,"风险等级对比, 风险",1.0
742,交通罚款需要什么条件,交易服务,支付缴费,交通罚款,短文本,简单,short,"交通罚款, 条件",0.86
186,风险提示书需要什么条件,风险合规,信息披露,风险提示书,短文本,简单,short,"风险提示书, 风险, 条件",0.95
846,资产配置建议的具体流程是什么,投资理财,资产配置,资产配置建议,短文本,简单,short,"资产配置建议, 流程",0.86
370,请问能不能设置自动扣款缴费？每月自动从我的账户里扣水电费，怎么开通这个功能,交易服务,支付缴费,水电煤缴费,中等文本,简单,medium,"水电煤缴费, 缴费",0.9
817,基金定投怎么设置,投资理财,基金投资,基金定投,短文本,简单,short,"基金定投, 基金",0.97
1775,我想了解贷款计算的相关信息,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款",0.91
653,我想了解稳健型产品的相关信息,产品咨询,产品推荐,稳健型产品,短文本,简单,short,稳健型产品,0.86
725,手机银行可以给手机充值吗？我有两张手机卡都能充吗？,交易服务,支付缴费,手机充值,短文本,简单,short,手机充值,0.82
1867,休眠账户激活的具体流程是什么,账户服务,开户注销,休眠账户激活,短文本,简单,short,"休眠账户激活, 流程",0.82
844,我对赎回费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,费用说明,赎回费,中等文本,简单,medium,"赎回费, 办理, 流程",0.95
1933,请问预期收益和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,收益计算,预期收益,中等文本,中等,medium,"预期收益, 收益",0.87
1907,债券基金收益怎么样,投资理财,基金投资,债券基金,短文本,简单,short,"债券基金, 收益, 基金",0.92
1610,请问短信验证怎么操作,账户服务,安全验证,短信验证,短文本,简单,short,短信验证,0.83
283,我对电子回单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,交易查询,电子回单,中等文本,简单,medium,"电子回单, 办理, 流程",0.85
305,请问身份识别和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,合规咨询,身份识别,中等文本,中等,medium,身份识别,0.89
1197,我的信用卡额度是1万，用了半年了，每次都按时还款，请问能提升到多少额度？需要什么条件,信贷服务,信用卡服务,额度提升,中等文本,简单,medium,"额度提升, 额度, 信用卡, 条件",0.87
1074,实际收益的具体流程是什么,产品咨询,收益计算,实际收益,短文本,简单,short,"实际收益, 收益, 流程",0.89
469,我想了解实时转账的相关信息,交易服务,转账汇款,实时转账,短文本,简单,short,"实时转账, 转账",0.99
1241,我对美股交易很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,美股交易,中等文本,中等,medium,"美股交易, 办理, 流程",0.82
227,税费缴纳需要什么条件,交易服务,支付缴费,税费缴纳,短文本,简单,short,"税费缴纳, 条件",0.88
1185,我对新股申购很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,新股申购,中等文本,中等,medium,"新股申购, 办理, 流程",0.83
1429,请问交易记录和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,交易查询,交易记录,中等文本,中等,medium,交易记录,0.81
1547,请问支付密码怎么操作,账户服务,密码管理,支付密码,短文本,简单,short,"支付密码, 密码",0.94
1026,我想了解办卡申请的相关信息,信贷服务,信用卡服务,办卡申请,短文本,简单,short,"办卡申请, 申请",0.97
90,定投基金有什么好处,投资理财,基金投资,基金定投,短文本,简单,short,"基金定投, 基金",0.93
1377,我想了解密码重置的相关信息,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码",0.97
919,对账单的具体流程是什么,交易服务,交易查询,对账单,短文本,简单,short,"对账单, 流程",0.86
1508,健康保险需要什么条件,投资理财,保险规划,健康保险,短文本,简单,short,"健康保险, 保险, 条件",0.92
39,请问新股申购怎么操作,投资理财,股票投资,新股申购,短文本,简单,short,新股申购,0.83
607,我对财产保险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,财产保险,中等文本,中等,medium,"财产保险, 保险, 办理, 流程",0.91
1773,股票查询的具体流程是什么,投资理财,股票投资,股票查询,短文本,简单,short,"股票查询, 股票, 查询, 流程",0.94
1836,请问投资组合怎么操作,投资理财,资产配置,投资组合,短文本,简单,short,投资组合,0.82
1127,请问风险测评和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,风险测评,中等文本,简单,medium,"风险测评, 风险",0.89
1924,贷款审批的具体流程是什么,信贷服务,企业贷款,贷款审批,短文本,简单,short,"贷款审批, 贷款, 流程",0.91
1898,请问自动缴费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,自动缴费,中等文本,中等,medium,"自动缴费, 缴费",0.96
1435,请问货币基金怎么操作,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金",0.83
513,新股申购的具体流程是什么,投资理财,股票投资,新股申购,短文本,简单,short,"新股申购, 流程",0.9
366,请问风险测评怎么操作,风险合规,风险评估,风险测评,短文本,简单,short,"风险测评, 风险",0.88
121,我对定期调整很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,资产配置,定期调整,中等文本,中等,medium,"定期调整, 办理, 流程",0.96
1820,我对产品优缺点很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品对比,产品优缺点,中等文本,中等,medium,"产品优缺点, 办理, 流程",0.88
