id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
1585,我对支付密码很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,密码管理,支付密码,中等文本,中等,medium,"支付密码, 密码, 办理, 流程",0.94
1855,我对意外险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,意外险,中等文本,简单,medium,"意外险, 办理, 流程",0.9
1938,代扣取消的具体流程是什么,交易服务,代扣代缴,代扣取消,短文本,简单,short,"代扣取消, 流程",0.88
1845,消费贷利率多少,信贷服务,个人贷款,消费贷,短文本,简单,short,"消费贷, 利率",1.0
1524,密码重置需要什么条件,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码, 条件",0.87
1514,对账单需要什么条件,交易服务,交易查询,对账单,短文本,简单,short,"对账单, 条件",0.99
1385,我对税费缴纳很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,支付缴费,税费缴纳,中等文本,中等,medium,"税费缴纳, 办理, 流程",0.95
1788,我对自动缴费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,代扣代缴,自动缴费,中等文本,简单,medium,"自动缴费, 缴费, 办理, 流程",0.89
1977,我想了解自动缴费的相关信息,交易服务,代扣代缴,自动缴费,短文本,简单,short,"自动缴费, 缴费",0.91
1767,房贷利率是多少,信贷服务,个人贷款,房贷,短文本,简单,short,"房贷, 利率",0.84
1070,请问定期调整和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,资产配置,定期调整,中等文本,简单,medium,定期调整,0.85
1493,请问股票查询怎么操作,投资理财,股票投资,股票查询,短文本,简单,short,"股票查询, 股票, 查询",0.88
1544,人寿保险的具体流程是什么,投资理财,保险规划,人寿保险,短文本,简单,short,"人寿保险, 保险, 流程",0.84
1046,我对代扣设置很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,代扣代缴,代扣设置,中等文本,简单,medium,"代扣设置, 办理, 流程",0.88
1028,资产配置建议需要什么条件,投资理财,资产配置,资产配置建议,短文本,简单,short,"资产配置建议, 条件",0.82
1439,我想了解监管政策的相关信息,风险合规,合规咨询,监管政策,短文本,简单,short,监管政策,0.99
1207,我想了解对账单的相关信息,交易服务,交易查询,对账单,短文本,简单,short,对账单,0.85
1939,请问银行理财怎么操作,投资理财,理财产品,银行理财,短文本,简单,short,"银行理财, 理财",0.93
1537,债券基金适合长期持有吗,投资理财,基金投资,债券基金,短文本,简单,short,"债券基金, 基金",0.99
1586,我对风险测评很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,风险评估,风险测评,中等文本,中等,medium,"风险测评, 风险, 办理, 流程",0.84
1056,我给朋友转钱，他也是你们银行的，请问转账要手续费吗？即时到账吗,交易服务,转账汇款,行内转账,中等文本,中等,medium,"行内转账, 转账, 手续费",0.98
1387,港股通的具体流程是什么,投资理财,股票投资,港股通,短文本,简单,short,"港股通, 流程",0.99
1397,自动缴费需要什么条件,交易服务,代扣代缴,自动缴费,短文本,简单,short,"自动缴费, 缴费, 条件",0.98
1383,请问账单分期怎么操作,信贷服务,信用卡服务,账单分期,短文本,简单,short,账单分期,0.98
1714,请问预约转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,转账汇款,预约转账,中等文本,中等,medium,"预约转账, 转账",0.96
1566,我对代扣取消很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,代扣代缴,代扣取消,中等文本,中等,medium,"代扣取消, 办理, 流程",0.81
1139,手续费的具体流程是什么,产品咨询,费用说明,手续费,短文本,简单,short,"手续费, 流程",0.84
1840,我想了解预约转账的相关信息,交易服务,转账汇款,预约转账,短文本,简单,short,"预约转账, 转账",0.88
1565,我想了解税费缴纳的相关信息,交易服务,支付缴费,税费缴纳,短文本,简单,short,税费缴纳,0.88
1892,请问进取型产品怎么操作,产品咨询,产品推荐,进取型产品,短文本,简单,short,进取型产品,0.81
1951,请问历史收益查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,收益计算,历史收益查询,中等文本,中等,medium,"历史收益查询, 收益, 查询",0.84
1370,代扣查询需要什么条件,交易服务,代扣代缴,代扣查询,短文本,简单,short,"代扣查询, 查询, 条件",0.99
1696,我对实际收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,实际收益,中等文本,简单,medium,"实际收益, 收益, 办理, 流程",0.9
1102,请问新股申购怎么操作,投资理财,股票投资,新股申购,短文本,简单,short,新股申购,0.85
1533,我想了解贷款审批的相关信息,信贷服务,企业贷款,贷款审批,短文本,简单,short,"贷款审批, 贷款",0.94
1034,银行理财的具体流程是什么,投资理财,理财产品,银行理财,短文本,简单,short,"银行理财, 理财, 流程",0.96
1812,贸易融资需要什么条件,信贷服务,企业贷款,贸易融资,短文本,简单,short,"贸易融资, 条件",0.99
1347,预期收益的具体流程是什么,产品咨询,收益计算,预期收益,短文本,简单,short,"预期收益, 收益, 流程",0.91
1047,我对临时额度很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,信用卡服务,临时额度,中等文本,简单,medium,"临时额度, 额度, 办理, 流程",0.85
1443,请问交易记录和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,交易查询,交易记录,中等文本,简单,medium,交易记录,0.89
1949,请问转账限额和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,权限设置,转账限额,中等文本,中等,medium,"转账限额, 转账",0.82
1494,请问支付密码和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,密码管理,支付密码,中等文本,简单,medium,"支付密码, 密码",0.87
1108,意外险的具体流程是什么,投资理财,保险规划,意外险,短文本,简单,short,"意外险, 流程",0.93
1848,结构性存款的具体流程是什么,投资理财,理财产品,结构性存款,短文本,简单,short,"结构性存款, 存款, 流程",0.86
1432,请问产品说明书和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,信息披露,产品说明书,中等文本,简单,medium,产品说明书,0.82
1441,财产保险需要什么条件,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险, 条件",0.98
1147,投资组合的具体流程是什么,投资理财,资产配置,投资组合,短文本,简单,short,"投资组合, 流程",0.98
1126,我想了解贷款审批的相关信息,信贷服务,企业贷款,贷款审批,短文本,简单,short,"贷款审批, 贷款",0.85
1944,请问账单分期怎么操作,信贷服务,信用卡服务,账单分期,短文本,简单,short,账单分期,0.88
1508,健康保险需要什么条件,投资理财,保险规划,健康保险,短文本,简单,short,"健康保险, 保险, 条件",0.92
1289,我想了解历史收益查询的相关信息,产品咨询,收益计算,历史收益查询,短文本,简单,short,"历史收益查询, 收益, 查询",0.89
1937,我想了解代扣设置的相关信息,交易服务,代扣代缴,代扣设置,短文本,简单,short,代扣设置,0.86
1444,委托授权的具体流程是什么,账户服务,权限设置,委托授权,短文本,简单,short,"委托授权, 流程",0.88
1240,贷款计算需要什么条件,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款, 条件",0.81
1067,我想了解复利计算的相关信息,产品咨询,收益计算,复利计算,短文本,简单,short,复利计算,0.87
1737,请问稳健型产品怎么操作,产品咨询,产品推荐,稳健型产品,短文本,简单,short,稳健型产品,0.84
1673,我对对账单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,交易查询,对账单,中等文本,中等,medium,"对账单, 办理, 流程",0.97
1060,请问股票查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,股票投资,股票查询,中等文本,中等,medium,"股票查询, 股票, 查询",0.95
1783,反洗钱审核要多久,风险合规,合规咨询,反洗钱,短文本,简单,short,反洗钱,0.82
1284,请问担保方式怎么操作,信贷服务,额度管理,担保方式,短文本,简单,short,担保方式,0.81
1549,请问保险理赔和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,保险理赔,中等文本,中等,medium,"保险理赔, 保险",0.85
1719,我对固定资产贷款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,企业贷款,固定资产贷款,中等文本,简单,medium,"固定资产贷款, 贷款, 办理, 流程",0.89
1670,登录密码有什么要求,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码",0.99
1805,企业开户的具体流程是什么,账户服务,开户注销,企业开户,短文本,简单,short,"企业开户, 开户, 流程",0.94
1974,开户时要做反洗钱身份识别，请问需要提供什么信息？为什么还要问我的职业和年收入,风险合规,合规咨询,反洗钱,中等文本,中等,medium,"反洗钱, 开户",0.84
1018,请问临时额度怎么操作,信贷服务,信用卡服务,临时额度,短文本,简单,short,"临时额度, 额度",0.98
1885,车险的具体流程是什么,投资理财,保险规划,车险,短文本,简单,short,"车险, 流程",0.82
1158,我想了解A股交易的相关信息,投资理财,股票投资,A股交易,短文本,简单,short,A股交易,0.85
1988,我对预期收益型很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,理财产品,预期收益型,中等文本,简单,medium,"预期收益型, 收益, 办理, 流程",0.88
1285,财产保险的具体流程是什么,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险, 流程",0.86
1729,代扣查询的具体流程是什么,交易服务,代扣代缴,代扣查询,短文本,简单,short,"代扣查询, 查询, 流程",0.83
1204,请问A股交易怎么操作,投资理财,股票投资,A股交易,短文本,简单,short,A股交易,0.96
1418,我对信用贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,信用贷,中等文本,中等,medium,"信用贷, 办理, 流程",0.87
1008,首套房和二套房的房贷利率差多少？我现在有一套房还在贷款中，想再买一套的话首付比例和利率分别是多少,信贷服务,个人贷款,房贷,中等文本,中等,medium,"房贷, 利率, 贷款",0.85
1304,稳健型产品需要什么条件,产品咨询,产品推荐,稳健型产品,短文本,简单,short,"稳健型产品, 条件",0.8
1663,请问定期调整怎么操作,投资理财,资产配置,定期调整,短文本,简单,short,定期调整,0.85
1956,低风险产品需要什么条件,产品咨询,产品推荐,低风险产品,短文本,简单,short,"低风险产品, 风险, 条件",0.89
1755,持仓分析需要什么条件,投资理财,股票投资,持仓分析,短文本,简单,short,"持仓分析, 条件",0.95
1526,固定资产贷款的具体流程是什么,信贷服务,企业贷款,固定资产贷款,短文本,简单,short,"固定资产贷款, 贷款, 流程",0.93
1344,赎回费需要什么条件,产品咨询,费用说明,赎回费,短文本,简单,short,"赎回费, 条件",0.84
1550,我想了解费用对比的相关信息,产品咨询,产品对比,费用对比,短文本,简单,short,费用对比,0.83
1860,风险等级需要什么条件,风险合规,风险评估,风险等级,短文本,简单,short,"风险等级, 风险, 条件",0.98
1020,我的网银登录密码忘记了，请问怎么找回？需要去柜台办理吗？,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码, 办理",0.88
1469,我对意外险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,意外险,中等文本,简单,medium,"意外险, 办理, 流程",0.88
1675,产品优缺点需要什么条件,产品咨询,产品对比,产品优缺点,短文本,简单,short,"产品优缺点, 条件",0.99
1913,定期调整的具体流程是什么,投资理财,资产配置,定期调整,短文本,简单,short,"定期调整, 流程",0.82
1195,银行理财的具体流程是什么,投资理财,理财产品,银行理财,短文本,简单,short,"银行理财, 理财, 流程",0.85
1651,请问美股交易怎么操作,投资理财,股票投资,美股交易,短文本,简单,short,美股交易,0.92
1811,我对密码重置很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,密码管理,密码重置,中等文本,中等,medium,"密码重置, 密码, 办理, 流程",0.87
1609,预约转账需要什么条件,交易服务,转账汇款,预约转账,短文本,简单,short,"预约转账, 转账, 条件",0.97
1505,产品说明书需要什么条件,风险合规,信息披露,产品说明书,短文本,简单,short,"产品说明书, 条件",0.87
1847,风险评估怎么做,投资理财,资产配置,风险评估,短文本,简单,short,"风险评估, 风险",0.95
1777,贷款计算需要什么条件,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款, 条件",0.83
1626,请问盾卡管理和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,安全验证,盾卡管理,中等文本,简单,medium,盾卡管理,0.91
1479,交易明细需要什么条件,交易服务,交易查询,交易明细,短文本,简单,short,"交易明细, 条件",0.89
1119,短信验证需要什么条件,账户服务,安全验证,短信验证,短文本,简单,short,"短信验证, 条件",0.95
1089,我对复利计算很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,复利计算,中等文本,中等,medium,"复利计算, 办理, 流程",0.93
1950,房贷利率是多少,信贷服务,个人贷款,房贷,短文本,简单,short,"房贷, 利率",0.88
1601,风险等级的具体流程是什么,风险合规,风险评估,风险等级,短文本,简单,short,"风险等级, 风险, 流程",0.9
1044,额度调整的具体流程是什么,信贷服务,额度管理,额度调整,短文本,简单,short,"额度调整, 额度, 流程",0.99
1379,我对额度查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,额度管理,额度查询,中等文本,简单,medium,"额度查询, 额度, 查询, 办理, 流程",0.85
1709,请问承受能力和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,承受能力,中等文本,简单,medium,承受能力,0.93
1587,怎么行内转账,交易服务,转账汇款,行内转账,短文本,简单,short,"行内转账, 转账",0.96
1452,我想了解额度调整的相关信息,信贷服务,额度管理,额度调整,短文本,简单,short,"额度调整, 额度",0.83
1901,财产保险的具体流程是什么,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险, 流程",0.81
1459,交易明细需要什么条件,交易服务,交易查询,交易明细,短文本,简单,short,"交易明细, 条件",0.92
1827,我对低风险产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,低风险产品,中等文本,中等,medium,"低风险产品, 风险, 办理, 流程",0.93
1786,请问电子回单和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,交易查询,电子回单,中等文本,简单,medium,电子回单,0.9
1209,请问资产配置建议怎么操作,投资理财,资产配置,资产配置建议,短文本,简单,short,资产配置建议,0.87
1415,意外险的具体流程是什么,投资理财,保险规划,意外险,短文本,简单,short,"意外险, 流程",0.86
1235,车险的具体流程是什么,投资理财,保险规划,车险,短文本,简单,short,"车险, 流程",0.83
1400,请问管理费怎么操作,产品咨询,费用说明,管理费,短文本,简单,short,管理费,0.94
1316,基金赎回需要什么条件,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金, 条件",0.8
1519,我想了解密码重置的相关信息,账户服务,密码管理,密码重置,短文本,简单,short,"密码重置, 密码",0.99
1531,请问代扣设置和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,代扣设置,中等文本,简单,medium,代扣设置,0.85
1151,我的风险评估结果是稳健型，请问可以买哪些理财产品？能不能买R3风险等级的产品,投资理财,资产配置,风险评估,中等文本,简单,medium,"风险评估, 风险, 理财",0.97
999,我对经营贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,个人贷款,经营贷,中等文本,中等,medium,"经营贷, 办理, 流程",0.97
1730,我想了解支付密码的相关信息,账户服务,密码管理,支付密码,短文本,简单,short,"支付密码, 密码",0.98
1352,请问临时额度怎么操作,信贷服务,信用卡服务,临时额度,短文本,简单,short,"临时额度, 额度",0.89
1800,我想了解产品优缺点的相关信息,产品咨询,产品对比,产品优缺点,短文本,简单,short,产品优缺点,0.87
1101,怎么行内转账,交易服务,转账汇款,行内转账,短文本,简单,short,"行内转账, 转账",0.93
1784,我对大额存单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,理财产品,大额存单,中等文本,中等,medium,"大额存单, 办理, 流程",0.83
1897,我对风险提示书很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,信息披露,风险提示书,中等文本,简单,medium,"风险提示书, 风险, 办理, 流程",0.82
1229,请问人寿保险怎么操作,投资理财,保险规划,人寿保险,短文本,简单,short,"人寿保险, 保险",0.81
1607,请问支付密码和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,密码管理,支付密码,中等文本,简单,medium,"支付密码, 密码",0.82
1496,临时额度和固定额度的区别,信贷服务,信用卡服务,额度提升,短文本,简单,short,"额度提升, 额度",0.81
1343,请问固定资产贷款怎么操作,信贷服务,企业贷款,固定资产贷款,短文本,简单,short,"固定资产贷款, 贷款",0.83
1712,请问对账单怎么操作,交易服务,交易查询,对账单,短文本,简单,short,对账单,0.97
1362,我对预期收益很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,预期收益,中等文本,简单,medium,"预期收益, 收益, 办理, 流程",0.84
1388,账单分期需要什么条件,信贷服务,信用卡服务,账单分期,短文本,简单,short,"账单分期, 条件",0.97
1905,请问能不能设置自动扣款缴费？每月自动从我的账户里扣水电费，怎么开通这个功能,交易服务,支付缴费,水电煤缴费,中等文本,简单,medium,"水电煤缴费, 缴费",0.9
1668,我对产品说明书很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,信息披露,产品说明书,中等文本,简单,medium,"产品说明书, 办理, 流程",0.82
1768,风险评估不通过怎么办,投资理财,资产配置,风险评估,短文本,简单,short,"风险评估, 风险",0.84
1888,健康保险的具体流程是什么,投资理财,保险规划,健康保险,短文本,简单,short,"健康保险, 保险, 流程",0.96
1745,我想装修房子需要30万，请问消费贷的申请流程是什么？需要提供哪些材料？大概多久能批下来,信贷服务,个人贷款,消费贷,中等文本,简单,medium,"消费贷, 申请, 流程, 材料",0.83
1149,信用贷需要什么条件,信贷服务,个人贷款,信用贷,短文本,简单,short,"信用贷, 条件",0.82
1990,产品公告需要什么条件,风险合规,信息披露,产品公告,短文本,简单,short,"产品公告, 条件",0.96
1445,我的网银登录密码忘记了，请问怎么找回？需要去柜台办理吗？,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码, 办理",0.97
1324,请问赎回费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,费用说明,赎回费,中等文本,简单,medium,赎回费,0.85
1749,请问风险提示书怎么操作,风险合规,信息披露,风险提示书,短文本,简单,short,"风险提示书, 风险",0.98
1270,请问产品说明书怎么操作,风险合规,信息披露,产品说明书,短文本,简单,short,产品说明书,0.89
1129,我对历史收益查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,收益计算,历史收益查询,中等文本,中等,medium,"历史收益查询, 收益, 查询, 办理, 流程",0.9
1619,我对意外险很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,保险规划,意外险,中等文本,中等,medium,"意外险, 办理, 流程",0.89
1869,货币基金的具体流程是什么,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金, 流程",0.86
1462,我对热门产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,产品推荐,热门产品,中等文本,简单,medium,"热门产品, 办理, 流程",0.86
1536,我对企业开户很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,开户注销,企业开户,中等文本,中等,medium,"企业开户, 开户, 办理, 流程",0.85
1122,请问货币基金怎么操作,投资理财,基金投资,货币基金,短文本,简单,short,"货币基金, 基金",0.98
1369,请问风险提示和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,风险提示,中等文本,简单,medium,"风险提示, 风险",0.98
1236,基金赎回的具体流程是什么,投资理财,基金投资,基金赎回,短文本,简单,short,"基金赎回, 基金, 流程",0.84
1698,我对风险等级很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,风险合规,风险评估,风险等级,中等文本,中等,medium,"风险等级, 风险, 办理, 流程",0.94
1141,请问固定资产贷款怎么操作,信贷服务,企业贷款,固定资产贷款,短文本,简单,short,"固定资产贷款, 贷款",0.92
1600,我想了解贸易融资的相关信息,信贷服务,企业贷款,贸易融资,短文本,简单,short,贸易融资,0.91
1829,经营贷的具体流程是什么,信贷服务,个人贷款,经营贷,短文本,简单,short,"经营贷, 流程",1.0
1711,请问净值型理财怎么操作,投资理财,理财产品,净值型理财,短文本,简单,short,"净值型理财, 理财",0.86
1437,经营贷的具体流程是什么,信贷服务,个人贷款,经营贷,短文本,简单,short,"经营贷, 流程",0.9
1706,风险等级对比需要什么条件,产品咨询,产品对比,风险等级对比,短文本,简单,short,"风险等级对比, 风险, 条件",0.94
1062,抵押贷需要什么条件,信贷服务,个人贷款,抵押贷,短文本,简单,short,"抵押贷, 条件",0.86
1980,新股申购需要什么条件,投资理财,股票投资,新股申购,短文本,简单,short,"新股申购, 条件",0.9
1769,请问交通罚款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,支付缴费,交通罚款,中等文本,中等,medium,交通罚款,0.85
1654,我对基金转换很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,基金投资,基金转换,中等文本,简单,medium,"基金转换, 基金, 办理, 流程",0.84
1636,请问定期调整和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,资产配置,定期调整,中等文本,中等,medium,定期调整,0.97
1447,我对美股交易很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,投资理财,股票投资,美股交易,中等文本,中等,medium,"美股交易, 办理, 流程",0.85
1063,贷款计算需要什么条件,信贷服务,个人贷款,贷款计算,短文本,简单,short,"贷款计算, 贷款, 条件",0.91
1011,信用卡提额需要什么条件,信贷服务,信用卡服务,额度提升,短文本,简单,short,"额度提升, 信用卡, 条件",0.97
1465,消费贷和信用卡现金分期哪个更划算？我需要借20万用一年，请问哪种方式的利息更低，有没有其他手续费,信贷服务,个人贷款,消费贷,中等文本,中等,medium,"消费贷, 信用卡, 手续费",0.88
1255,我的风险评估结果是稳健型，请问可以买哪些理财产品？能不能买R3风险等级的产品,投资理财,资产配置,风险评估,中等文本,简单,medium,"风险评估, 风险, 理财",0.89
1373,实际收益的具体流程是什么,产品咨询,收益计算,实际收益,短文本,简单,short,"实际收益, 收益, 流程",0.81
1478,请问自动缴费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,自动缴费,中等文本,中等,medium,"自动缴费, 缴费",0.98
1048,请问密码找回和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,账户服务,密码管理,密码找回,中等文本,中等,medium,"密码找回, 密码",0.93
1676,网上银行能缴水电费吗,交易服务,支付缴费,水电煤缴费,短文本,简单,short,水电煤缴费,0.98
1120,请问产品优缺点和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,产品咨询,产品对比,产品优缺点,中等文本,中等,medium,产品优缺点,0.95
1940,产品优缺点的具体流程是什么,产品咨询,产品对比,产品优缺点,短文本,简单,short,"产品优缺点, 流程",0.82
1597,稳健型产品的具体流程是什么,产品咨询,产品推荐,稳健型产品,短文本,简单,short,"稳健型产品, 流程",0.99
1967,登录密码忘了怎么办,账户服务,密码管理,登录密码,短文本,简单,short,"登录密码, 密码",0.88
1341,我想了解产品公告的相关信息,风险合规,信息披露,产品公告,短文本,简单,short,产品公告,0.97
1559,请问交易明细怎么操作,交易服务,交易查询,交易明细,短文本,简单,short,交易明细,0.84
1201,实时转账需要什么条件,交易服务,转账汇款,实时转账,短文本,简单,short,"实时转账, 转账, 条件",0.98
1331,请问健康保险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,投资理财,保险规划,健康保险,中等文本,简单,medium,"健康保险, 保险",0.95
1850,我对电子回单很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,交易服务,交易查询,电子回单,中等文本,简单,medium,"电子回单, 办理, 流程",0.95
1898,请问自动缴费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,自动缴费,中等文本,中等,medium,"自动缴费, 缴费",0.96
1290,我想了解支付密码的相关信息,账户服务,密码管理,支付密码,短文本,简单,short,"支付密码, 密码",0.95
1092,我想了解权限冻结的相关信息,账户服务,权限设置,权限冻结,短文本,简单,short,权限冻结,0.9
1611,请问代扣查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,交易服务,代扣代缴,代扣查询,中等文本,简单,medium,"代扣查询, 查询",0.98
1880,我想了解电子回单的相关信息,交易服务,交易查询,电子回单,短文本,简单,short,电子回单,0.93
1184,收到信用卡后要做什么,信贷服务,信用卡服务,信用卡激活,短文本,简单,short,"信用卡激活, 信用卡",0.9
1506,我对委托授权很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,账户服务,权限设置,委托授权,中等文本,中等,medium,"委托授权, 办理, 流程",0.89
1135,自动缴费需要什么条件,交易服务,代扣代缴,自动缴费,短文本,简单,short,"自动缴费, 缴费, 条件",0.88
1281,我想了解人脸识别的相关信息,账户服务,安全验证,人脸识别,短文本,简单,short,人脸识别,0.91
1177,我对额度查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,额度管理,额度查询,中等文本,中等,medium,"额度查询, 额度, 查询, 办理, 流程",0.89
1173,风险等级对比的具体流程是什么,产品咨询,产品对比,风险等级对比,短文本,简单,short,"风险等级对比, 风险, 流程",0.85
1463,我对贸易融资很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,企业贷款,贸易融资,中等文本,中等,medium,"贸易融资, 办理, 流程",0.83
1917,跨行转账需要什么信息,交易服务,转账汇款,跨行转账,短文本,简单,short,"跨行转账, 转账",0.84
1678,请问热门产品怎么操作,产品咨询,产品推荐,热门产品,短文本,简单,short,热门产品,0.92
1704,财产保险的具体流程是什么,投资理财,保险规划,财产保险,短文本,简单,short,"财产保险, 保险, 流程",0.98
1657,请问费用对比怎么操作,产品咨询,产品对比,费用对比,短文本,简单,short,费用对比,1.0
1823,赎回费的具体流程是什么,产品咨询,费用说明,赎回费,短文本,简单,short,"赎回费, 流程",0.99
1272,请问权限冻结怎么操作,账户服务,权限设置,权限冻结,短文本,简单,short,权限冻结,0.85
1596,身份识别的具体流程是什么,风险合规,合规咨询,身份识别,短文本,简单,short,"身份识别, 流程",0.97
1233,请问监管政策怎么操作,风险合规,合规咨询,监管政策,短文本,简单,short,监管政策,0.87
1244,历史收益查询需要什么条件,产品咨询,收益计算,历史收益查询,短文本,简单,short,"历史收益查询, 收益, 查询, 条件",0.98
1310,我对账单分期很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,信贷服务,信用卡服务,账单分期,中等文本,中等,medium,"账单分期, 办理, 流程",0.96
1875,请问风险测评和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求,风险合规,风险评估,风险测评,中等文本,简单,medium,"风险测评, 风险",0.83
1766,稳健型产品需要什么条件,产品咨询,产品推荐,稳健型产品,短文本,简单,short,"稳健型产品, 条件",0.92
1594,请问费用对比怎么操作,产品咨询,产品对比,费用对比,短文本,简单,short,费用对比,0.82
1454,我对服务费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程,产品咨询,费用说明,服务费,中等文本,中等,medium,"服务费, 办理, 流程",0.94
