id,text,label_level1,label_level2,label_level3,text_length,intent_complexity,sample_type,keywords,confidence_score
312,"请问抵押贷怎么操作","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷",0.92
313,"请问基金转换和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","基金转换","中等文本","中等","medium","基金转换, 基金",0.88
314,"请问固定资产贷款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","信贷服务","企业贷款","固定资产贷款","中等文本","简单","medium","固定资产贷款, 贷款",0.93
315,"请问风险等级和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","风险评估","风险等级","中等文本","简单","medium","风险等级, 风险",0.93
316,"网上银行怎么开户","账户服务","开户注销","个人开户","短文本","简单","short","个人开户, 开户",0.83
317,"请问车险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","保险规划","车险","中等文本","中等","medium","车险",0.87
318,"我对税费缴纳很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","支付缴费","税费缴纳","中等文本","简单","medium","税费缴纳, 办理, 流程",0.83
319,"我对经营贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","个人贷款","经营贷","中等文本","简单","medium","经营贷, 办理, 流程",0.97
320,"请问税费缴纳和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","支付缴费","税费缴纳","中等文本","简单","medium","税费缴纳",0.84
321,"请问合规要求和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","合规咨询","合规要求","中等文本","中等","medium","合规要求",0.81
322,"我对产品公告很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","产品公告","中等文本","中等","medium","产品公告, 办理, 流程",0.97
323,"我想了解额度查询的相关信息","信贷服务","额度管理","额度查询","短文本","简单","short","额度查询, 额度, 查询",0.94
324,"我对密码重置很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","密码管理","密码重置","中等文本","中等","medium","密码重置, 密码, 办理, 流程",0.94
325,"历史收益查询需要什么条件","产品咨询","收益计算","历史收益查询","短文本","简单","short","历史收益查询, 收益, 查询, 条件",0.99
326,"请问交易记录和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","交易查询","交易记录","中等文本","简单","medium","交易记录",0.88
327,"请问基金赎回怎么操作","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金",0.82
328,"登录密码要求包含大小写字母和数字，请问具体是什么格式？最少要几位字符","账户服务","密码管理","登录密码","中等文本","中等","medium","登录密码, 密码",0.93
329,"我对交易明细很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","交易查询","交易明细","中等文本","中等","medium","交易明细, 办理, 流程",0.97
330,"短信验证的具体流程是什么","账户服务","安全验证","短信验证","短文本","简单","short","短信验证, 流程",0.99
331,"进取型产品需要什么条件","产品咨询","产品推荐","进取型产品","短文本","简单","short","进取型产品, 条件",0.81
332,"跨境汇款的具体流程是什么","交易服务","转账汇款","跨境汇款","短文本","简单","short","跨境汇款, 流程",0.94
333,"健康保险需要什么条件","投资理财","保险规划","健康保险","短文本","简单","short","健康保险, 保险, 条件",0.85
334,"手机银行能充值吗","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.83
335,"指数基金怎么选","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.89
336,"债券基金风险大吗","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 风险, 基金",0.96
337,"我想了解对账单的相关信息","交易服务","交易查询","对账单","短文本","简单","short","对账单",0.97
338,"请问贷款计算怎么操作","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款",0.96
339,"我对信用贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","个人贷款","信用贷","中等文本","中等","medium","信用贷, 办理, 流程",0.87
340,"个人消费贷怎么申请","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 申请",0.86
341,"请问热门产品和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品推荐","热门产品","中等文本","中等","medium","热门产品",0.94
342,"请问账户注销怎么操作","账户服务","开户注销","账户注销","短文本","简单","short","账户注销",0.90
343,"请问账户注销和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","开户注销","账户注销","中等文本","中等","medium","账户注销",0.82
344,"请问风险提示书怎么操作","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险",0.90
345,"我想做基金定投，每月定投2000元，请问是选周定投好还是月定投好？","投资理财","基金投资","基金定投","中等文本","中等","medium","基金定投, 基金",0.81
346,"交通罚款需要什么条件","交易服务","支付缴费","交通罚款","短文本","简单","short","交通罚款, 条件",0.85
347,"代扣设置需要什么条件","交易服务","代扣代缴","代扣设置","短文本","简单","short","代扣设置, 条件",0.88
348,"我想了解转账限额的相关信息","账户服务","权限设置","转账限额","短文本","简单","short","转账限额, 转账",0.90
349,"请问产品优缺点和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","产品对比","产品优缺点","中等文本","中等","medium","产品优缺点",0.93
350,"我对权限冻结很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","权限设置","权限冻结","中等文本","中等","medium","权限冻结, 办理, 流程",0.88
351,"临时额度的具体流程是什么","信贷服务","信用卡服务","临时额度","短文本","简单","short","临时额度, 额度, 流程",0.86
352,"产品说明书的具体流程是什么","风险合规","信息披露","产品说明书","短文本","简单","short","产品说明书, 流程",0.98
353,"基金定投 SMART 定投和普通定投有什么区别？我在什么情况下应该使用智能定投策略？","投资理财","基金投资","基金定投","中等文本","简单","medium","基金定投, 基金",0.91
354,"美股交易的具体流程是什么","投资理财","股票投资","美股交易","短文本","简单","short","美股交易, 流程",0.96
355,"我刚收到你们银行寄来的信用卡，请问怎么激活？可以通过手机银行APP操作吗？","信贷服务","信用卡服务","信用卡激活","中等文本","中等","medium","信用卡激活, 信用卡",0.80
356,"我需要转账到工商银行，请问多久能到账？手续费怎么计算？","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账, 手续费",0.88
357,"我想了解投资组合的相关信息","投资理财","资产配置","投资组合","短文本","简单","short","投资组合",0.97
358,"支付密码需要什么条件","账户服务","密码管理","支付密码","短文本","简单","short","支付密码, 密码, 条件",0.86
359,"我想了解风险提示书的相关信息","风险合规","信息披露","风险提示书","短文本","简单","short","风险提示书, 风险",0.85
360,"请问定期调整怎么操作","投资理财","资产配置","定期调整","短文本","简单","short","定期调整",0.92
361,"指数基金跟踪哪些指数","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.84
362,"我对支付密码很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","密码管理","支付密码","中等文本","简单","medium","支付密码, 密码, 办理, 流程",0.84
363,"风险等级对比需要什么条件","产品咨询","产品对比","风险等级对比","短文本","简单","short","风险等级对比, 风险, 条件",0.96
364,"请问预期收益型和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","预期收益型","中等文本","简单","medium","预期收益型, 收益",0.98
365,"我对风险提示书很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","风险提示书","中等文本","简单","medium","风险提示书, 风险, 办理, 流程",1.00
366,"请问风险测评怎么操作","风险合规","风险评估","风险测评","短文本","简单","short","风险测评, 风险",0.88
367,"账户注销的具体流程是什么","账户服务","开户注销","账户注销","短文本","简单","short","账户注销, 流程",0.99
368,"承受能力需要什么条件","风险合规","风险评估","承受能力","短文本","简单","short","承受能力, 条件",0.85
369,"手机银行能充值吗","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.83
370,"请问能不能设置自动扣款缴费？每月自动从我的账户里扣水电费，怎么开通这个功能","交易服务","支付缴费","水电煤缴费","中等文本","简单","medium","水电煤缴费, 缴费",0.90
371,"休眠账户激活的具体流程是什么","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活, 流程",0.83
372,"请问权限冻结和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","权限设置","权限冻结","中等文本","中等","medium","权限冻结",0.87
373,"我对信息披露查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","信息披露","信息披露查询","中等文本","中等","medium","信息披露查询, 查询, 办理, 流程",0.82
374,"我想了解预约转账的相关信息","交易服务","转账汇款","预约转账","短文本","简单","short","预约转账, 转账",0.91
375,"请问合规要求和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","合规咨询","合规要求","中等文本","中等","medium","合规要求",0.99
376,"指数基金推荐","投资理财","基金投资","指数基金","短文本","简单","short","指数基金, 基金",0.97
377,"休眠账户激活的具体流程是什么","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活, 流程",0.98
378,"预约转账需要什么条件","交易服务","转账汇款","预约转账","短文本","简单","short","预约转账, 转账, 条件",0.86
379,"收益率对比的具体流程是什么","产品咨询","产品对比","收益率对比","短文本","简单","short","收益率对比, 收益, 流程",0.80
380,"密码输错多次被锁定了","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.89
381,"我对监管政策很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","合规咨询","监管政策","中等文本","中等","medium","监管政策, 办理, 流程",0.86
382,"承受能力需要什么条件","风险合规","风险评估","承受能力","短文本","简单","short","承受能力, 条件",0.89
383,"意外险需要什么条件","投资理财","保险规划","意外险","短文本","简单","short","意外险, 条件",0.88
384,"盾卡管理需要什么条件","账户服务","安全验证","盾卡管理","短文本","简单","short","盾卡管理, 条件",1.00
385,"代扣设置需要什么条件","交易服务","代扣代缴","代扣设置","短文本","简单","short","代扣设置, 条件",0.82
386,"债券基金的久期是什么意思？对我选择债券基金有什么影响？请问在利率上行和下行环境下应该怎么选择久期","投资理财","基金投资","债券基金","中等文本","中等","medium","债券基金, 利率, 基金",0.84
387,"请问赎回费和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","费用说明","赎回费","中等文本","简单","medium","赎回费",0.80
388,"我的网银登录密码忘记了，请问怎么找回？需要去柜台办理吗？","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码, 办理",0.90
389,"基金定投多少钱合适","投资理财","基金投资","基金定投","短文本","简单","short","基金定投, 基金",0.98
390,"大额交易需要申报吗","风险合规","合规咨询","反洗钱","短文本","简单","short","反洗钱",0.93
391,"我对代扣取消很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","代扣代缴","代扣取消","中等文本","简单","medium","代扣取消, 办理, 流程",0.90
392,"行内转账多久到账","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",0.91
393,"实时转账的具体流程是什么","交易服务","转账汇款","实时转账","短文本","简单","short","实时转账, 转账, 流程",0.99
394,"交通罚款的具体流程是什么","交易服务","支付缴费","交通罚款","短文本","简单","short","交通罚款, 流程",0.95
395,"委托授权需要什么条件","账户服务","权限设置","委托授权","短文本","简单","short","委托授权, 条件",0.95
396,"请问风险等级怎么操作","风险合规","风险评估","风险等级","短文本","简单","short","风险等级, 风险",0.90
397,"个人消费贷怎么申请","信贷服务","个人贷款","消费贷","短文本","简单","short","消费贷, 申请",0.82
398,"请问净值型理财怎么操作","投资理财","理财产品","净值型理财","短文本","简单","short","净值型理财, 理财",0.94
399,"我要买理财产品，系统提示我要做风险评估，请问这个测评在哪里做？需要多长时间","投资理财","资产配置","风险评估","中等文本","中等","medium","风险评估, 风险, 理财",0.85
400,"我对预期收益型很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","投资理财","理财产品","预期收益型","中等文本","简单","medium","预期收益型, 收益, 办理, 流程",0.99
401,"我想了解热门产品的相关信息","产品咨询","产品推荐","热门产品","短文本","简单","short","热门产品",0.87
402,"风险等级需要什么条件","风险合规","风险评估","风险等级","短文本","简单","short","风险等级, 风险, 条件",1.00
403,"请问人脸识别和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","安全验证","人脸识别","中等文本","简单","medium","人脸识别",0.82
404,"请问账户注销怎么操作","账户服务","开户注销","账户注销","短文本","简单","short","账户注销",0.82
405,"请问企业开户和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","开户注销","企业开户","中等文本","中等","medium","企业开户, 开户",0.85
406,"我对预约转账很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","转账汇款","预约转账","中等文本","简单","medium","预约转账, 转账, 办理, 流程",0.94
407,"请问对账单怎么操作","交易服务","交易查询","对账单","短文本","简单","short","对账单",0.86
408,"请问抵押贷怎么操作","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷",0.86
409,"请问信用贷怎么操作","信贷服务","个人贷款","信用贷","短文本","简单","short","信用贷",0.87
410,"我想了解交易权限的相关信息","账户服务","权限设置","交易权限","短文本","简单","short","交易权限",0.95
411,"请问产品公告怎么操作","风险合规","信息披露","产品公告","短文本","简单","short","产品公告",0.86
412,"我想了解经营贷的相关信息","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.98
413,"我对历史收益查询很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","收益计算","历史收益查询","中等文本","中等","medium","历史收益查询, 收益, 查询, 办理, 流程",0.85
414,"我对委托授权很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","权限设置","委托授权","中等文本","简单","medium","委托授权, 办理, 流程",0.98
415,"意外险需要什么条件","投资理财","保险规划","意外险","短文本","简单","short","意外险, 条件",0.94
416,"代扣设置的具体流程是什么","交易服务","代扣代缴","代扣设置","短文本","简单","short","代扣设置, 流程",0.97
417,"我对承受能力很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","风险合规","风险评估","承受能力","中等文本","中等","medium","承受能力, 办理, 流程",0.87
418,"请问预约转账和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","转账汇款","预约转账","中等文本","简单","medium","预约转账, 转账",0.97
419,"我对手续费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","费用说明","手续费","中等文本","简单","medium","手续费, 办理, 流程",0.93
420,"请问抵押贷怎么操作","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷",0.85
421,"我想了解企业开户的相关信息","账户服务","开户注销","企业开户","短文本","简单","short","企业开户, 开户",0.90
422,"债券基金的久期是什么意思？对我选择债券基金有什么影响？请问在利率上行和下行环境下应该怎么选择久期","投资理财","基金投资","债券基金","中等文本","简单","medium","债券基金, 利率, 基金",0.94
423,"我想了解持仓分析的相关信息","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析",0.99
424,"流动资金贷款需要什么条件","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款, 条件",0.95
425,"A股交易的具体流程是什么","投资理财","股票投资","A股交易","短文本","简单","short","A股交易, 流程",0.89
426,"请问经营贷怎么操作","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.94
427,"我想了解贷款计算的相关信息","信贷服务","个人贷款","贷款计算","短文本","简单","short","贷款计算, 贷款",0.97
428,"请问实名认证和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","安全验证","实名认证","中等文本","中等","medium","实名认证",0.81
429,"产品说明书的具体流程是什么","风险合规","信息披露","产品说明书","短文本","简单","short","产品说明书, 流程",0.92
430,"休眠账户激活需要什么条件","账户服务","开户注销","休眠账户激活","短文本","简单","short","休眠账户激活, 条件",0.89
431,"请问保险理赔和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","保险规划","保险理赔","中等文本","中等","medium","保险理赔, 保险",0.83
432,"行内转账限额是多少","交易服务","转账汇款","行内转账","短文本","简单","short","行内转账, 转账",0.99
433,"我想了解信息披露查询的相关信息","风险合规","信息披露","信息披露查询","短文本","简单","short","信息披露查询, 查询",0.83
434,"请问持仓分析和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","持仓分析","中等文本","中等","medium","持仓分析",0.89
435,"我对预约转账很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","转账汇款","预约转账","中等文本","简单","medium","预约转账, 转账, 办理, 流程",0.84
436,"请问交易权限和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","权限设置","交易权限","中等文本","中等","medium","交易权限",0.96
437,"我想了解交易明细的相关信息","交易服务","交易查询","交易明细","短文本","简单","short","交易明细",0.91
438,"交易明细的具体流程是什么","交易服务","交易查询","交易明细","短文本","简单","short","交易明细, 流程",1.00
439,"信用卡怎么激活","信贷服务","信用卡服务","信用卡激活","短文本","简单","short","信用卡激活, 信用卡",0.98
440,"请问货币基金和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","基金投资","货币基金","中等文本","简单","medium","货币基金, 基金",0.89
441,"我想了解交易记录的相关信息","交易服务","交易查询","交易记录","短文本","简单","short","交易记录",0.85
442,"请问电子回单怎么操作","交易服务","交易查询","电子回单","短文本","简单","short","电子回单",0.88
443,"请问基金赎回怎么操作","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金",0.85
444,"请问额度调整怎么操作","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度",0.87
445,"跨行转账限额是多少","交易服务","转账汇款","跨行转账","短文本","简单","short","跨行转账, 转账",0.95
446,"净值型理财需要什么条件","投资理财","理财产品","净值型理财","短文本","简单","short","净值型理财, 理财, 条件",0.92
447,"请问A股交易和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","股票投资","A股交易","中等文本","简单","medium","A股交易",0.85
448,"请问贷款审批怎么操作","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款",0.99
449,"我对经营贷很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","个人贷款","经营贷","中等文本","简单","medium","经营贷, 办理, 流程",0.81
450,"我对交通罚款很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","交易服务","支付缴费","交通罚款","中等文本","简单","medium","交通罚款, 办理, 流程",0.95
451,"意外险需要什么条件","投资理财","保险规划","意外险","短文本","简单","short","意外险, 条件",0.86
452,"请问交通罚款怎么操作","交易服务","支付缴费","交通罚款","短文本","简单","short","交通罚款",0.85
453,"服务费需要什么条件","产品咨询","费用说明","服务费","短文本","简单","short","服务费, 条件",0.97
454,"请问风险等级怎么操作","风险合规","风险评估","风险等级","短文本","简单","short","风险等级, 风险",0.94
455,"保险理赔需要什么条件","投资理财","保险规划","保险理赔","短文本","简单","short","保险理赔, 保险, 条件",0.94
456,"怎么提升信用卡额度","信贷服务","信用卡服务","额度提升","短文本","简单","short","额度提升, 额度, 信用卡",0.82
457,"请问财产保险和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","保险规划","财产保险","中等文本","中等","medium","财产保险, 保险",0.97
458,"请问产品说明书和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","风险合规","信息披露","产品说明书","中等文本","中等","medium","产品说明书",0.90
459,"历史收益查询的具体流程是什么","产品咨询","收益计算","历史收益查询","短文本","简单","short","历史收益查询, 收益, 查询, 流程",0.86
460,"请问银行理财怎么操作","投资理财","理财产品","银行理财","短文本","简单","short","银行理财, 理财",0.94
461,"持仓分析的具体流程是什么","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析, 流程",0.87
462,"产品说明书需要什么条件","风险合规","信息披露","产品说明书","短文本","简单","short","产品说明书, 条件",0.93
463,"请问港股通怎么操作","投资理财","股票投资","港股通","短文本","简单","short","港股通",0.96
464,"我对贸易融资很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","信贷服务","企业贷款","贸易融资","中等文本","简单","medium","贸易融资, 办理, 流程",0.87
465,"我对服务费很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","费用说明","服务费","中等文本","中等","medium","服务费, 办理, 流程",0.99
466,"我想了解固定资产贷款的相关信息","信贷服务","企业贷款","固定资产贷款","短文本","简单","short","固定资产贷款, 贷款",0.95
467,"请问经营贷怎么操作","信贷服务","个人贷款","经营贷","短文本","简单","short","经营贷",0.92
468,"我对权限冻结很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","账户服务","权限设置","权限冻结","中等文本","简单","medium","权限冻结, 办理, 流程",0.94
469,"我想了解实时转账的相关信息","交易服务","转账汇款","实时转账","短文本","简单","short","实时转账, 转账",0.99
470,"稳健型产品需要什么条件","产品咨询","产品推荐","稳健型产品","短文本","简单","short","稳健型产品, 条件",0.97
471,"请问结构性存款和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","结构性存款","中等文本","中等","medium","结构性存款, 存款",0.87
472,"实际收益需要什么条件","产品咨询","收益计算","实际收益","短文本","简单","short","实际收益, 收益, 条件",0.93
473,"低风险产品需要什么条件","产品咨询","产品推荐","低风险产品","短文本","简单","short","低风险产品, 风险, 条件",0.94
474,"我对费用对比很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品对比","费用对比","中等文本","简单","medium","费用对比, 办理, 流程",0.90
475,"请问交易明细和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","交易查询","交易明细","中等文本","中等","medium","交易明细",0.87
476,"我想了解管理费的相关信息","产品咨询","费用说明","管理费","短文本","简单","short","管理费",0.97
477,"请问交易明细怎么操作","交易服务","交易查询","交易明细","短文本","简单","short","交易明细",0.95
478,"企业开户需要什么条件","账户服务","开户注销","企业开户","短文本","简单","short","企业开户, 开户, 条件",0.90
479,"请问预期收益型和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","预期收益型","中等文本","简单","medium","预期收益型, 收益",0.86
480,"我想了解短信验证的相关信息","账户服务","安全验证","短信验证","短文本","简单","short","短信验证",0.81
481,"我想了解账单分期的相关信息","信贷服务","信用卡服务","账单分期","短文本","简单","short","账单分期",0.98
482,"请问流动资金贷款怎么操作","信贷服务","企业贷款","流动资金贷款","短文本","简单","short","流动资金贷款, 贷款",0.96
483,"请问密码重置和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","密码管理","密码重置","中等文本","中等","medium","密码重置, 密码",0.97
484,"我想了解股票查询的相关信息","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询",0.97
485,"请问额度调整怎么操作","信贷服务","额度管理","额度调整","短文本","简单","short","额度调整, 额度",0.98
486,"请问代扣取消和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","交易服务","代扣代缴","代扣取消","中等文本","简单","medium","代扣取消",0.98
487,"纯债基金和混合债基的区别","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 基金",0.82
488,"请问银行理财和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","投资理财","理财产品","银行理财","中等文本","简单","medium","银行理财, 理财",0.96
489,"请问基金赎回怎么操作","投资理财","基金投资","基金赎回","短文本","简单","short","基金赎回, 基金",0.86
490,"公积金贷款和商贷的区别","信贷服务","个人贷款","房贷","短文本","简单","short","房贷, 贷款",0.89
491,"请问短信验证和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","安全验证","短信验证","中等文本","中等","medium","短信验证",0.87
492,"请问预期收益型怎么操作","投资理财","理财产品","预期收益型","短文本","简单","short","预期收益型, 收益",0.99
493,"赎回费的具体流程是什么","产品咨询","费用说明","赎回费","短文本","简单","short","赎回费, 流程",0.86
494,"请问额度查询怎么操作","信贷服务","额度管理","额度查询","短文本","简单","short","额度查询, 额度, 查询",0.90
495,"我对风险等级对比很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品对比","风险等级对比","中等文本","简单","medium","风险等级对比, 风险, 办理, 流程",0.86
496,"请问账户注销怎么操作","账户服务","开户注销","账户注销","短文本","简单","short","账户注销",0.90
497,"我想了解承受能力的相关信息","风险合规","风险评估","承受能力","短文本","简单","short","承受能力",0.80
498,"开放式基金的申购流程是什么","投资理财","基金投资","开放式基金","短文本","简单","short","开放式基金, 基金, 流程",0.96
499,"请问股票查询怎么操作","投资理财","股票投资","股票查询","短文本","简单","short","股票查询, 股票, 查询",0.98
500,"请问历史收益查询和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","产品咨询","收益计算","历史收益查询","中等文本","简单","medium","历史收益查询, 收益, 查询",0.98
501,"债券基金风险大吗","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 风险, 基金",0.84
502,"我想了解贸易融资的相关信息","信贷服务","企业贷款","贸易融资","短文本","简单","short","贸易融资",0.94
503,"请问手续费怎么操作","产品咨询","费用说明","手续费","短文本","简单","short","手续费",0.85
504,"请问能不能设置自动扣款缴费？每月自动从我的账户里扣水电费，怎么开通这个功能","交易服务","支付缴费","水电煤缴费","中等文本","中等","medium","水电煤缴费, 缴费",0.91
505,"请问支付密码和其他类似服务相比有什么优势？我想做一个详细的了解和对比，看看哪个更适合我的需求","账户服务","密码管理","支付密码","中等文本","简单","medium","支付密码, 密码",0.84
506,"我想了解持仓分析的相关信息","投资理财","股票投资","持仓分析","短文本","简单","short","持仓分析",0.82
507,"请问贷款审批怎么操作","信贷服务","企业贷款","贷款审批","短文本","简单","short","贷款审批, 贷款",0.84
508,"请问大额存单怎么操作","投资理财","理财产品","大额存单","短文本","简单","short","大额存单",0.91
509,"进取型产品的具体流程是什么","产品咨询","产品推荐","进取型产品","短文本","简单","short","进取型产品, 流程",0.98
510,"我想了解抵押贷的相关信息","信贷服务","个人贷款","抵押贷","短文本","简单","short","抵押贷",0.97
511,"债券基金风险大吗","投资理财","基金投资","债券基金","短文本","简单","short","债券基金, 风险, 基金",0.84
512,"我想了解账单分期的相关信息","信贷服务","信用卡服务","账单分期","短文本","简单","short","账单分期",0.97
513,"新股申购的具体流程是什么","投资理财","股票投资","新股申购","短文本","简单","short","新股申购, 流程",0.90
514,"请问代扣取消怎么操作","交易服务","代扣代缴","代扣取消","短文本","简单","short","代扣取消",0.82
515,"请问贸易融资怎么操作","信贷服务","企业贷款","贸易融资","短文本","简单","short","贸易融资",0.93
516,"我对进取型产品很感兴趣，请问能介绍一下吗？我想知道相关的具体要求和办理流程","产品咨询","产品推荐","进取型产品","中等文本","简单","medium","进取型产品, 办理, 流程",0.96
517,"密码输错多次被锁定了","账户服务","密码管理","登录密码","短文本","简单","short","登录密码, 密码",0.87
518,"话费充值到账时间是多久？刚充了话费还没到账，请问要等多久","交易服务","支付缴费","手机充值","短文本","简单","short","手机充值",0.82
519,"我有一笔10万的大额转账，为什么会要求我提供资金来源和用途证明","风险合规","合规咨询","反洗钱","中等文本","简单","medium","反洗钱, 转账",0.97
520,"承受能力的具体流程是什么","风险合规","风险评估","承受能力","短文本","简单","short","承受能力, 流程",0.99
